KEY,Korean,English,English_for_Translate,Japanese,ChineseSimplified,ChineseTraditional,Spanish_Google,Spanish,
Arch_Type_NAME_016,숨겨둔 우라늄 발견,Found Hidden Uranium,Found Hidden Uranium,隠しウラン発見,发现隐患铀,發現隱患鈾,Encontrado uranio Hidden,Encontrar uranio escondido,
,,,,,,,,,
SUPERUP,슈퍼 진화,Super Evolution,Super Evolution,スーパー進化,超级进化,超級進化,súper Evolución,súper Evolución,
JOIN,고용하기,HIRE,HIRE,雇用する,聘请,聘請,ALQUILER,EMPLEO,
MAX_LV,최대 레벨,MAX LV,MAX LV,最大レベル,MAX LV,MAX LV,MAX LV,MAX LV,
Setting,설정,Setting,Setting,設定,设置,設置,Ajuste,Ajustes,
Museum,박물관,Museum,Museum,博物館,博物馆,博物館,Museo,Museo,
Ranking,랭킹,Ranking,Ranking,ランキング,排行,排行,Clasificación,Clasificación,
Info,통계,Stastics,Stastics,統計,统计中,統計中,stastics,stastics,
Language,언어,Language,Language,言語,语言,語言,Idioma,Idioma,
CooltimeRESET,정신가속,Mind Acceleration,Mind Acceleration,精神加速,思维加速,思維加速,mente Aceleración,mente Aceleración,
CooltimeRESET_WORD,모든 스킬의 [FFA83A]재사용 시간을 초기화[-] 한다.,All Skill [FFA83A]Cooldown Times[-] are reset.,All Skill [FFA83A]Cooldown Times[-] are reset.,すべてのスキルの[FFA83A]再使用時間を初期化[-]します。,所有技能[FFA83A]冷却时间[-]复位。,所有技能[FFA83A]冷卻時間[-]復位。,Todo Habilidad [FFA83A] El tiempo de reutilización Times [-] se restablecen.,Todo Habilidad [FFA83A] El tiempo de reutilización Times [-] se restablecen.,
ARTIFACT_BUZOK,유물 부족,Not Enough Artifact,Not Enough Artifact,遺物不足,没有足够的神器,沒有足夠的神器,No hay suficiente Artefacto,No suficiente Artefacto,
,,,,,,,,,
SET_NAME_000,전체포탈 세트,Total Portal Set,Total Portal Set,全ポータルセット,总门户网站设置,總門戶網站設置,Portal total Set,Un set de Portal Total,
SET_NAME_001,빨강포탈 세트,Red Portal Set,Red Portal Set,赤ポータルセット,红门户网站设置,紅門戶網站設置,Portal Conjunto Rojo,Un set de Portal rojo,
SET_NAME_002,초록포탈 세트,Green Portal Set,Green Portal Set,緑ポータルセット,绿色门户网站设置,綠色門戶網站設置,Portal del Conjunto,Un set de Portal verde,
SET_NAME_003,파랑포탈 세트,Blue Portal Set,Blue Portal Set,青ポータルセット,蓝门户网站设置,藍門戶網站設置,Azul Portal Conjunto,Un set de Portal azul,
SET_NAME_004,검정포탈 세트,Black Portal Set,Black Portal Set,黒ポータルセット,黑暗之门集,黑暗之門集,Portal negro Conjunto,Un set de Portal negro,
SET_BONUS,세트 효과,Set Effect,Set Effect,セット効果,套装效果,套裝效果,Efecto conjunto,Efecto del set,
NEXT_LV,다음 레벨,Next Lv,Next Lv,次のレベル,接下来吕,接下來呂,Siguiente Lv,Lv Siguiente,
FAIRY_NAME,박스 요정,Box Fairy,Box Fairy,ボックスの妖精,盒童话,盒童話,Fairy Box,Hada Caja,
GAMEOVER,GAME OVER,GAME OVER,GAME OVER,ゲームオーバー,游戏结束,遊戲結束,JUEGO TERMINADO,JUEGO TERMINADO,
REWARD,획득 가능 보상,Collectable Reward,Collectable Reward,獲得可能補償,收藏悬赏,收藏懸賞,Recompensa coleccionable,Recompensa coleccionable,
,,,,,,,,,
DUNGEON_TYPE_001,인간 포식자,Man Eater,Man Eater,人間の捕食者,食人,食人,comedor del hombre,comedor del hombre,
DUNGEON_TYPE_002,지옥 웜,Hell Worm,Hell Worm,地獄ワーム,地狱蠕虫,地獄蠕蟲,Gusano infierno,Gusano infierno,
DUNGEON_TYPE_003,도살자,Butcher,Butcher,屠殺,屠夫,屠夫,Carnicero,Carnicero,
DUNGEON_TYPE_004,디아블로,Diablo,Diablo,ディアブロ,暗黑破坏神,暗黑破壞神,Diablo,Diablo,
DUNGEON_TYPE_005,지옥석 골렘,Hell Golem,Hell Golem,地獄席ゴーレム,地狱傀儡,地獄傀儡,infierno Golem,Golem infierno,
,,,,,,,,,
DUNGEON_TYPE_EXPLAIN_005,지옥석을 몸에 바르고 다니는 괴물,Monster made of hellstone,Monster made of hellstone,地獄席を身に塗って通うモンスター,怪物做地狱石,怪物做地獄石,Monstruo de piedra demonios,Monstruo de piedras infierno,
,,,,,,,,,
GO_DUNGEON,입장,Enter,Enter,入場,输入,輸入,Entrar,Entrar,
DUNGEON_CLEAR,던전 클리어!,Dungeon Cleared!,Dungeon Cleared!,ダンジョンクリア！,地牢清除！,地牢清除！,Dungeon liquidado!,mazmorra liquidada!,
DUNGEON_CLEAR_WORD,획득한 보상,Collected Reward,Collected Reward,獲得した報酬,收集奖励,收集獎勵,Recompensa recopilada,Recompensa recopilada,
,,,,,,,,,
DUNGEON_CLEAR_FAIL,던전 클리어 실패,Dungeon Failed,Dungeon Failed,ダンジョンクリア失敗,地牢失败,地牢失敗,No se ha podido Mazmorra,No puedes pasar Mazmorra,
DUNGEON_CLEAR_FAIL_WORD,소량의 지옥석 획득,Gained small amount of Hellstone.,Gained small amount of Hellstone.,少量の地獄席獲得,获得了少量的地狱石。,獲得了少量的地獄石。,Ganado pequeña cantidad\nde piedra Infierno.,Ganado pequeña cantidad\nde piedra Infierno.,
DUNGEON_KEY,소지한 열쇠,Current Key,Current Key,所持した鍵,当前密钥,當前密鑰,Tono actual,Llave tenido,
THANKYOU,감사합니다,Thank you,Thank you,ありがとうございます,谢谢,謝謝,Gracias,Gracias,
,,,,,,,,,
STEAMPACK_START_CHAT,스팀팩!!!!,Stimpack!!!!,Stimpack!!!!,ドーピング!!!,兴奋剂!!!!,興奮劑!!!!,¡¡¡¡Estimulante!!!!,¡¡¡¡Estimulante!!!!,
Diablo_Artifact,디아블로 유물,Diablo Artifact,Diablo Relic,ディアブロ遺物,暗黑破坏神遗物,暗黑破壞神遺物,Diablo Relic,reliquia Diabla,
Normal_Artifact,일반 유물,Basic Artifact,Basic Relic,一般遺物,基本遗物,基本遺物,Relic básica,reliquia básica,
,,,,,,,,,
Diablo_Artifact_WORD,"던전의 최종보스 디아블로를 잡으면,\n디아블로 유물을 획득할 수 있습니다.",Eliminate Final Boss \nAnd get Diablo Artifact.,Eliminate Final Boss \n And get Diablo Artifact.,ダンジョンの最終ボスディアブロをキャッチし、\nディアブロ遺物を獲得することができます。,消除最后的上司\n和获得暗黑破坏神神器。,消除最後的上司\n和獲得暗黑破壞神神器。,Eliminar Final Boss \n Y conseguir Diablo Artefacto.,Eliminar Jefe Final y\nobtener reliquia Diabla.,
,,,,,,,,,
RARE_001,일반,Normal,Normal,一般,正常,正常,Normal,Normal,
RARE_002,희귀,Rare,Rare,珍しい,罕见,罕見,Raro,Raro,
RARE_003,마법,Magic,Magic,魔法,魔法,魔法,magia,Mágico,
RARE_004,영웅,Heroic,Heroic,英雄,英勇,英勇,Heroico,Heroico,
RARE_005,전설,Legendary,Legendary,伝説,传奇的,傳奇的,Legendario,Legendario,
RARE_006,원시,Ancient,Ancient,生,古,古,Antiguo,Antiguo,
,,,,,,,,,
BAZUKA_PARTS_000,소염기,Suppressor,Suppressor,マズルブレーキ,抑制器,抑制器,Supresor,Supresor,
BAZUKA_PARTS_001,고속 발사기,High-Speed Launcher,High-Speed Launcher,高速ランチャー,高速启动,高速啟動,Lanzador de alta velocidad,Lanzador de alta velocidad,
BAZUKA_PARTS_002,강화 열판,Reinforced Heating Plate,Reinforced Heating Plate,強化熱板,钢筋加热板,鋼筋加熱板,Blindada Plate Calefacción,Plate Caliente fortalecida,
BAZUKA_PARTS_003,광물 탐지기,Ore Detector,Ore Detector,鉱物検出器,探矿仪,探礦儀,Detector de mineral,Detector de mineral,
BAZUKA_PARTS_004,아이언 사이트,Iron Site,Iron Site,アイアンサイト,钢铁网站,鋼鐵網站,hierro del sitio,sitio del hierro,
BAZUKA_PARTS_005,관통 모듈,Penetration Module,Penetration Module,貫通モジュール,渗透模块,滲透模塊,Módulo de penetración,Módulo de penetración,
BAZUKA_PARTS_006,가스 압축기,Gas Compressor,Gas Compressor,ガスコンプレッサー,气体压缩机,氣體壓縮機,Compresor de gas,Compresor de gas,
,,,,,,,,,
BUILDING_NAME_001,격납고,Hangar,Hangar,格納庫,机库,機庫,Hangar,Hangar,
BUILDING_NAME_002,막사,Barrack,Barrack,兵舎,营房,營房,Barraca,Barraca,
BUILDING_NAME_003,군수공장,Factory,Factory,軍需工場,厂,廠,Fábrica,Fábrica,
BUILDING_NAME_004,공항,Airport,Airport,空港,飞机场,飛機場,Aeropuerto,Aeropuerto,
BUILDING_NAME_005,미네랄 광산,Mineral Mine,Mineral Mine,ミネラル鉱山,矿产矿,礦產礦,mina de mineral,mina de mineral,
BUILDING_NAME_006,지옥 광산,Hell Mine,Hell Mine,地獄鉱山,地狱矿,地獄礦,mina infierno,mina infierno,
BUILDING_NAME_007,연구실,Lab,Lab,研究室,实验室,實驗室,Laboratorio,Laboratorio,
,,,,,,,,,
BUILDING_WORD_001,연구원들이 주기적으로\n바주카를 강화해준다.,Researchers periodically\nupgrade Launcher.,Researchers periodically \n upgrade Launcher.,研究者が定期的に\nバズーカを強化してくれる。,研究人员定期\n升级启动。,研究人員定期\n升級啟動。,Los investigadores periódicamente \n actualizar Launcher.,"Los investigadores periódicamente
 fortalezan lanzadores.",
BUILDING_WORD_002,막사에서 무작위로 보병 유닛을 훈련한다.\n훈련이 끝난 보병 유닛은 레벨이 증가한다.,Random Infantry unit is trained.\nUnit levels up when training finished.,Random Infantry unit is trained.\n Unit levels up when training finished.,兵舎からランダムに歩兵ユニットを訓練する。\n訓練が終わった歩兵ユニットはレベルが増加する。,随机步兵单位进行训练。\n单位级别最高时训练结束。,隨機步兵單位進行訓練。 \n單位級別最高時訓練結束。,unidad de infantería al azar es entrenado. \n niveles de unidad hacia arriba cuando el entrenamiento terminó.,"Al azar, unidad de infantería entrena en barraca. Las unidades que terminan suben de nivel",
BUILDING_WORD_003,군수공장에서 무작위로 장갑 유닛을 훈련한다.\n훈련이 끝난 장갑 유닛은 레벨이 증가한다.,Random Armor unit is trained.\nUnit levels up when training finished.,Random Armor unit is trained.\n Unit levels up when training finished.,軍需工場でランダムに手袋ユニットを訓練する。\n訓練が終わった手袋ユニットはレベルが増加する。,随机装甲单元进行训练。\n单位级别最高时训练结束。,隨機裝甲單元進行訓練。 \n單位級別最高時訓練結束。,unidad de armadura al azar es entrenado. \n niveles de unidad hacia arriba cuando el entrenamiento terminó.,"Al azar, unidad de armadura entrena en fábrica. Las unidades que terminan suben de nivel",
BUILDING_WORD_004,공항에서 무작위로 공중 유닛을 훈련한다.\n훈련이 끝난 공중 유닛은 레벨이 증가한다.,Random Air unit is trained.\n Unit levels up when training finished.,Random Air unit is trained.\n Unit levels up when training finished.,空港からランダムに空中ユニットを訓練する。\n訓練が終わった空中ユニットはレベルが増加する。,随机Air单元进行训练。\n单位级别最高时训练结束。,隨機Air單元進行訓練。 \n單位級別最高時訓練結束。,unidad de aire al azar es entrenado. \n niveles de unidad hacia arriba cuando el entrenamiento terminó.,"Al azar, unidad aire entrena en aeropuerto. Las unidades que terminan suben de nivel",
BUILDING_WORD_005,고갈되지 않는 광산에서\n미네랄이 지속적으로 생산된다.,Minerals are produced \n from never depleting mine.,Minerals are produced \n from never depleting mine.,枯渇されていない鉱山で\nミネラルが継続的に生産される。,矿物质是从消耗从未该矿生产\n。,礦物質是從消耗從未該礦生產\n。,Los minerales se producen \n de no agotan la mía.,Los minerales se producen de inexhausto minas.,
BUILDING_WORD_006,지옥에서 지옥석을 채굴한다.\n이 광물은 대상을 영구적으로 강화하는데 사용된다.,Mine Hellstone from hell.\nThis ore is used to permanent upgrade.,Mine Hellstone from hell.\n This ore is used to permanent upgrade.,地獄から地獄席を採掘する。\nこの鉱物は、対象を恒久的に強化するために使用される。,矿地狱石从地狱。 \n这个矿是用来永久升级,礦地獄石從地獄。 \n這個礦是用來永久升級,Mina de piedra infierno del infierno. \n Este mineral se utiliza para la actualización permanente,piedra infierno se explota en infierno. Esta se usa para fortalezar algo permanente.,
BUILDING_WORD_007,연구원들이 주기적으로\n미사일을 생산한다.,Researchers periodically\nproduce missiles.,Researchers periodically\n produce missiles.,研究者が定期的に\nミサイルを生産する。,研究人员定期的\n生产导弹。,研究人員定期的\n生產導彈。,Los investigadores periódicamente \n producir misiles.,Los investigadores periódicamente\nproducen misiles.,
NOT_YEY_BUILD,아직 건설하지 못한 시설입니다.,Building is not constructed yet.,Building is not constructed yet.,まだ建設していない施設です。,大厦还没有建立。,大廈還沒有建立。,Edificio no está construido todavía.,Edificio no está construido todavía.,
,,,,,,,,,
BUILDING_OPTION_A_001,연구 시간,Researching Time,Researching Time,研究の時間,研究时间,研究時間,tiempo a la investigación,tiempo de investigación,
BUILDING_OPTION_A_002,훈련 시간,Training Time,Training Time,トレーニング時間,训练时间,訓練時間,Tiempo de entrenamiento,Tiempo de entrenamiento,
BUILDING_OPTION_A_003,훈련 시간,Training Time,Training Time,トレーニング時間,训练时间,訓練時間,Tiempo de entrenamiento,Tiempo de entrenamiento,
BUILDING_OPTION_A_004,훈련 시간,Training Time,Training Time,トレーニング時間,训练时间,訓練時間,Tiempo de entrenamiento,Tiempo de entrenamiento,
BUILDING_OPTION_A_005,채굴 시간,Mining Time,Mining Time,採掘時間,采矿时间,採礦時間,Tiempo Minería,Tiempo explotación,
BUILDING_OPTION_A_006,채굴 시간,Mining Time,Mining Time,採掘時間,采矿时间,採礦時間,Tiempo Minería,Tiempo explotación,
BUILDING_OPTION_A_007,연구 시간,Researching Time,Researching Time,研究の時間,研究时间,研究時間,tiempo a la investigación,tiempo de investigación,
,,,,,,,,,
BUILDING_OPTION_B_001,바주카LV 증가량,Launcher LV,Launcher LV,バズーカLV増加量,启动LV,啟動LV,lanzador LV,lanzador LV,
BUILDING_OPTION_B_002,보병LV 증가량,Infantry LV,Infantry LV,歩兵LV増加量,步兵LV,步兵LV,infantería LV,infantería LV,
BUILDING_OPTION_B_003,장갑LV 증가량,Armor LV,Armor LV,手袋LV増加量,护甲LV,護甲LV,armadura LV,armadura LV,
BUILDING_OPTION_B_004,장갑LV 증가량,Air LV,Air LV,手袋LV増加量,空气LV,空氣LV,LV aire,aire LV,
BUILDING_OPTION_B_005,미네랄 채굴량,Mineral,Mineral,ミネラル採掘量,矿物,礦物,Mineral,Mineral,
BUILDING_OPTION_B_006,지옥석 채굴량,Hellstone,Hellstone,地獄席採掘量,地狱石,地獄石,piedra infierno,piedra infierno,
BUILDING_OPTION_B_007,제작되는 미사일갯수,Missile,Missile,製作されたミサイルの数,导弹,導彈,Misil,Misil,
,,,,,,,,,
BAZUKA_NAME_000,재블린 발사기,Javelin Launcher,Javelin Launcher,ジャベリン対ランチャー,标枪启动,標槍啟動,Lanzador de jabalina,Javelin Lanzador,
BAZUKA_NAME_001,워커맨더,War Commander,War Commander,指揮官,指揮官,指挥官,Comandante,Comandante,
BAZUKA_NAME_002,둠슬레이어,Doomslayer,Doomslayer,運命 人殺し,厄運 殺手,厄运杀手,Condenar Asesino,Asesino condenado,
BAZUKA_NAME_003,아포칼립스,Apocalypse,Apocalypse,黙示録,啟示錄 包,启示录包,Apocalipsis,Apocalipsis,
,,,,,,,,,
BAZUKA_WORD_000,기본적인 바주카.,Basic Launcher,Basic Launcher,基本的なバズーカ。,基本启动,基本啟動,Lanzador básica,Lanzador básica,
BAZUKA_WORD_001,[FFE34C]2초마다 3번씩 자동공격[-]\n\n보유시 응징자 스킬을\n사용 할 수 있습니다,[FFE34C] Fire 3 Missiles every 2 sec [-]\n\n Mini Punisher Skill \n when purchased,[FFE34C] Fire 3 Missiles every 2 sec [-]\n\n Mini Punisher Skill \n when purchased,【FFE34C] 2秒ごとに3回自動攻撃[-] \n \n保有時報復者のスキルを\n使用することができます,[FFE34C]火箭3每2秒[-] \n上\n赠送处罚技能\n购买时,[FFE34C]火箭3每2秒[-] \n上\n贈送處罰技能\n購買時,[FFE34C] Fuego 3 misiles cada 2 s [-] \n \n Mini Punisher Habilidad \n cuando se compran,[FFE34C] Dispara 3 misiles cada 2 segundos [-] \n \n Mini Punisher Habilidad \n cuando se compra,
BAZUKA_WORD_002,[FFE34C]2초마다 5번씩 자동공격[-]\n\n보유시 서브퀘스트를\n두 개씩 진행할 수 있습니다.,[FFE34C] Fire 5 Missiles every 2 sec [-]\n\n  Additional Quest Slot \n when purchased,[FFE34C] Fire 5 Missiles every 2 sec [-]\n\n  Additional Quest Slot \n when purchased,【FFE34C] 2秒ごとに5回の自動攻撃[-] \n \n保有時のサブクエストを\n 2つずつ進めることができます。,[FFE34C]火焰5个箭每2秒[-] \n上\n个附加任务插槽\n购买时,[FFE34C]火焰5個箭每2秒[-] \n上\n個附加任務插槽\n購買時,[FFE34C] fuego 5 misiles cada 2 s [-] \n \n adicional Slot Quest \n cuando compró,[FFE34C] Dispara 5 misiles cada 2 segundos [-] \n \n adicional Sub-búsqueda \n cuando se compra,
BAZUKA_WORD_003,[FFE34C]2초마다 7번씩 자동공격[-]\n\n보유시 광고가\n등장하지 않습니다.,[FFE34C] Fire 7 Missiles every 2 sec [-]\n\n  ADs are Devoured \n when purchased,[FFE34C] Fire 7 Missiles every 2 sec [-]\n\n  ADs are Devoured \n when purchased,【FFE34C] 2秒ごとに7回自動攻撃[-] \n \n保有時の広告が\n登場しません。,[FFE34C]火焰7个箭每2秒[-] \n上\n广告是狼吞虎咽\n购买时,[FFE34C]火焰7個箭每2秒[-] \n上\n廣告是狼吞虎咽\n購買時,[FFE34C] fuego 7 misiles cada 2 s [-] \n \n AD son devorados \n cuando se compran,[FFE34C] Dispara 7 misiles cada 2 segundos [-] \n \n AD son devorado \n cuando se compra,
,,,,,,,,,
Bazuka_Upgrade,바주카 업그레이드,Launcher Upgrade,Launcher Upgrade,バズーカアップグレード,启动升级,啟動升級,actualización de lanzador,actualización de lanzador,
Bazuka_change,바주카 교체,Swap\nLauncher,Swap Launcher,バズーカ交換,交换启动,交換啟動,Lanzador de intercambio,intercambio\nde Lanzador,
,,,,,,,,,
Equiped,을 장착했다!,Equipped!,Equipped!,を装着した！,装备！,裝備！,¡Equipado!,¡Equipado!,
,,,,,,,,,
GET_DUNGEONKEY,던전열쇠를 획득했다!,Collected key!,Collected key!,ダンジョンの鍵を獲得した！,收集的关键！,收集的關鍵！,recopilada clave!,Conseguido llave!,
GET_DUNGEONKEY_D,던전열쇠를 2개 획득했다!,Collected 2 keys!,Collected 2 keys!,ダンジョンの鍵を2つ獲得した！,收集2个键！,收集2個鍵！,Coleccionado 2 llaves!,Conseguido 2 llaves!,
DUNGEONKEY_MAX,열쇠가 가득하다!,Keys are full!,Keys are full!,鍵がいっぱいです！,键是十足！,鍵是十足！,Llaves están llenos!,Lleno de llaves!,
MUSTBOSS,보스를 제거해야 다음 스테이지로 넘어갈 수 있다.,Boss must be eliminated to advance to the next stage.,Boss must be eliminated to advance to the next stage.,ボスを倒さなければ次のステージに進むことができます。,老板必须予以消除，以推进到下一阶段。,老闆必須予以消除，以推進到下一階段。,Jefe debe ser eliminado para avanzar a la siguiente etapa.,Puede pasar a la suguiente etapa con tal de que eliminar Jefe,
NEEDURANIUM,우라늄이 부족하다!,Not Enough Uranium!,Not Enough Uranium!,ウランが不足している！,没有足够的铀！,沒有足夠的鈾！,El uranio no es suficiente!,Te faltas el uranio!,
ALREADY_USE,이미 사용중이다,Already in use,Already in use,既に使用中である,已在使用中,已在使用中,Ya en uso,Ya en uso,
AD_WARNING,광고가 다 떨어졌거나 네트워크가 좋지 않습니다.,ADs are out or network is bad,ADs are out or network is bad,広告が多落としたり、ネットワークが良くありません。,广告出或网络不坏,廣告出或網絡不壞,AD están fuera de la red o es malo,AD está agotado o la red está mala,
PORTAL_RUN,희귀포탈이 도망갔다,Heroic Portal escaped,Heroic Portal escaped,珍しいポータルが逃げていった,英雄门户逃脱,英雄門戶逃脫,Portal heroica escapó,Portal heroica escapó,
TUTO_WARING_A,아직 새로운 미사일을 획득하지 못했다,Didn't unlocked new missiles yet,Didn't unlocked new missiles yet,まだ新しいミサイルを獲得できなかった,没解锁新型导弹尚未,沒解鎖新型導彈尚未,No desbloqueado nuevos misiles todavía,Todavía no conseguido misil nuevo,
TUTO_WARING_B,먼저 미네랄 400을 모아야 한다,Need to colllect 400 Mineral first,Need to colllect 400 Mineral first,まず、ミネラル400を集めなければなら,首先需要colllect 400矿物,首先需要colllect 400礦物,Necesidad de colllect 400 Mineral primera,"Primera, hay que recoger 400 Mineral",
TUTO_WARING_C,100스테이지 이후 접근 가능,Able to reach after stage 100,Able to reach after stage 100,100ステージの後にアクセス可能,能级100后达到,能級100後達到,Capaz de alcanzar después de la etapa 100,Capaz de alcanzar después de la etapa 100,
TUTO_WARING_D,드랍포트 사용 후 접근 가능,Able to reach after using Dropport,Able to reach after using Dropport,ドロップポートを使用した後のアクセスが可能,能够使用撤销端口后达到,能夠使用撤銷端口後達到,Capaz de llegar después de usar Dropport,Capaz de alcanzar después de usar Dropport,
NOTYET_ARCHIEVE,아직 달성하지 못했다,Didn't achieved yet,Didn't achieved yet,まだ達成していない,难道尚未实现,難道尚未實現,No alcanzado todavía,No alcanzado todavía,
ALREADY_CLEAR,이미 클리어한 곳이다,Already cleared,Already cleared,既にクリアしたところである,已清除,已清除,Con desmonte,Ya hecho,
NOTYET_GO,아직 갈 수 없는 곳이다,Unable to reach,Unable to reach,まだ行くことができないところである,无法达成,無法達成,Incapaz de alcanzar,Todavía Incapaz de alcanzar,
,,,,,,,,,
NEED_MINERAL,미네랄이 부족하다,Not Enough Mineral,Not Enough Mineral,ミネラルが不足している,没有足够的矿物质,沒有足夠的礦物質,No hay suficiente mineral,No hay suficiente mineral,
NEED_GAS,가스가 부족하다,Not Enough Gas,Not Enough Gas,ガスが不足している,没有足够的天然气,沒有足夠的天然氣,No hay suficiente gas,No hay suficiente gas,
NEED_URANIUM,우라늄이 부족하다,Not Enough Uranium,Not Enough Uranium,ウランが不足している,没有足够的铀,沒有足夠的鈾,No es suficiente uranio,No hay suficiente uranio,
NEED_HELLSTONE,지옥석이 부족하다,Not Enough Hellstone,Not Enough Hellstone,地獄席不足している,没有足够的地狱石,沒有足夠的地獄石,No es suficiente piedra Infierno,No hay suficiente piedra Infierno,
NEED_PARTS,미사일이 부족하다,Not Enough Missile,Not Enough Missile,ミサイルが不足している,没有足够的导弹,沒有足夠的導彈,No hay suficiente misiles,No hay suficiente misiles,
NEED_KEY,열쇠가 부족하다,Not Enough Key,Not Enough Key,鍵が不足している,没有足够的关键,沒有足夠的關鍵,No hay suficiente clave,No hay suficiente llave,
NEED_SKILL,이전 스킬을 배워야 한다,Need to learn the previous skill,Need to learn the previous skill,以前のスキルを学ばなければなら,需要学习的技能以前,需要學習的技能以前,Necesidad de aprender la habilidad anterior,Necesidad de aprender la habilidad anterior,
NOTYET_SKILL,이게 모징,Umm,Umm,これは何,乌姆,烏姆,umm,Qué es?,
,,,,,,,,,
WAIT_PLS,기다리는 중...,Waiting...,Waiting...,待っています...,等候...,等候...,Esperando...,Esperando...,
WAIT_MORE,기다리는 중...,Waiting...,Waiting...,待っています...,等候...,等候...,Esperando...,Esperando...,
NEED_BAZUKA,해당 바주카는 구매해야 사용할 수 있습니다.,Need to be Purchased,Need to be Purchased,このバズーカは購入する必要が使用することができます。,需要购买,需要購買,Deben ser comprados,Debe comprarlo,
NO_UNIT,해당시설을 사용할 유닛이 없다,Unit Unavailable,Unit Unavailable,当該施設を使用ユニットがない,单元不可用,單元不可用,unidad No disponible,unidad indisponible,
DROPPORT_CONDITION,스테이지 250 이후부터 사용가능,Dropport Available After Stage 250,Dropport Available After Stage 250,ステージ250の後から使用可能,撤销端口可用舞台250之后,撤銷端口可用舞台250之後,Dropport disponible después de la etapa 250,Dropport disponible después de la etapa 300,
CONDITION_A,LV.2000부터 진급 가능,Promote Available After LV.2000,Promote Available After LV.2000,LV.2000から進級可能,促进可用LV.2000后,促進可用LV.2000後,Promover disponible después de LV.2000,Puede promover después de LV.2000,
CONDITION_B,LV.1200부터 진급 가능,Promote Available After LV.1200,Promote Available After LV.1200,LV.1200から進級可能,促进可用LV.1200后,促進可用LV.1200後,Promover disponible después de LV.1200,Puede promover después de LV.1200,
,,,,,,,,,
FREE_UP,무료업그레이드 성공!,Free Upgrade!,Free Upgrade!,無料アップグレード成功！,免费升级！,免費升級！,¡Actualización gratuita!,¡Actualización gratuita!,
ATK_DOUBLE,미사일 공격력이 2배!,Missile Dmg Doubled!,Missile Damage Doubled!,ミサイル攻撃力が2倍！,导弹毁伤一倍！,導彈毀傷一倍！,El daño de misiles duplicó!,Doble el daño de misiles!,
,,,,,,,,,
NOAD_BY_WAEPON,아포칼립스로 인해 광고가 전부 박살났다!,AD Devoured by Apocalypse,AD Devoured by Apocalypse,アポカリプスにより広告がすべて粉砕された！,AD通过启示狼吞虎咽,AD通過啟示狼吞虎咽,AD devorado por Apocalipsis,AD devorado por Apocalipsis,
NOAD,광고 스킵됨 ★☆★☆,AD Skipped ★☆★☆,AD Skipped ★☆★☆,広告スキップさ★☆★☆,AD跳过★☆★☆,AD跳過★☆★☆,AD se ha parado ★ ☆ ★ ☆,AD se ha pasado ★ ☆ ★ ☆,
GET_PORTAL,포탈조각 획득!,Gained Portal Shard!,Gained Portal Shard!,ポータル彫刻獲得！,获得门户碎片！,獲得門戶碎片！,Fragmento ganado Portal!,Ganado fragmento Portal!,
,,,,,,,,,
DOUBLE_GET,운좋게도 부품을 두 개 획득했다!,"Fortunately, you gain two Components!","Fortunately, you gain two Components!",幸運にも部品を複数獲得した！,幸运的是，你获得两组分！,幸運的是，你獲得兩組分！,"Afortunadamente, ganas dos componentes!","Afortunadamente, ganas dos componentes!",
DOUBLE_Building,건물포인트 두 배!,Building Doubled!,Building Doubled!,建物ポイント倍！,大厦一倍！,大廈一倍！,Edificio duplicó!,Doble Edificio punto!,
DOUBLE_BOSSTER,부스터 지속시간이 두 배로 늘어났다!,Booster Duration Doubled!,Booster Duration Doubled!,ブースター持続時間が2倍に増えた！,助推器时间翻了！,助推器時間翻了！,Duración de refuerzo duplicó!,Doble duración de refuerzo!,
,,,,,,,,,
GETTING,획득!,Get,Get,獲得！,得到,得到,Obtener,Ganado!,
MINERAL,미네랄,Mineral,Mineral,ミネラル,矿物,礦物,Mineral,Mineral,
GAS,가스,Gas,Gas,ガス,加油站,加油站,Gas,Gas,
URANIUM,우라늄,Uranium,Uranium,ウラン,铀,鈾,Uranio,Uranio,
HELLSTONE,지옥석,Hellstone,Hellstone,地獄席,地狱石,地獄石,piedra infierno,piedra infierno,
STAR,별,Star,Star,別,星,星,Estrella,Estrella,
BAZUKA_LV,바주카 LV,Launcher LV,Launcher LV,バズーカLV,启动LV,啟動LV,lanzador LV,lanzador LV,
RARE_PORTAL,희귀포탈 등장!,Heroic Portal Engage!,Heroic Portal Engage!,希少ポータル登場！,英雄门户搞！,英雄門戶搞！,Portal heroica Engage!,Portal heroica!,
RARE_PORTAL_CHAT,,,,,,,,,
GET_GAS_BY_DROPPORT,드랍포트를 이용해 가스를 획득했습니다.,Collected Gas by using Dropport,Collected Gas by using Dropport,ドロップポートを利用してガスを獲得しました。,通过撤销端口收集的气体,通過撤銷端口收集的氣體,Recogida de gas mediante el uso de Dropport,Recoge gas aprovechando Dropport,
SKIP_STAGE,스테이지 스킵,Skip Stage,Skip Stage,ステージスキップ,跳到舞台,跳到舞台,Saltar Etapa,Saltar Etapa,
,,,,,,,,,
FAIRY_DROP_A,요정은 미네랄,Fairy Dropped,Fairy Dropped,妖精はミネラル,仙女掉落,仙女掉落,Hada Abandonado,Hada Abandona,
